store_number,mgmtintname,ip_address,brand
ARG00874,internal,10.213.86.1/255.255.255.192,Arbys
ARG00877,internal,10.213.136.1/255.255.255.192,Arbys
ARG00879,internal,10.210.67.1/255.255.255.192,Arbys
ARG00881,internal,10.211.161.1/255.255.255.192,Arbys
ARG00882,internal,10.212.12.1/255.255.255.192,Arbys
ARG00896,internal,10.210.64.1/255.255.255.192,Arbys
ARG00899,internal,10.210.16.1/255.255.255.192,Arbys
ARG00903,internal,10.208.70.1/255.255.255.192,Arbys
ARG00904,internal,10.211.16.1/255.255.255.192,Arbys
ARG00905,internal,10.213.203.1/255.255.255.192,Arbys
ARG00911,internal,10.208.227.1/255.255.255.192,Arbys
ARG00913,internal,10.213.50.1/255.255.255.192,Arbys
ARG00921,internal,10.208.29.1/255.255.255.192,Arbys
ARG00929,internal,10.211.88.1/255.255.255.192,Arbys
ARG00930,internal,10.211.66.1/255.255.255.192,Arbys
ARG00933,internal,10.211.232.1/255.255.255.192,Arbys
ARG00936,internal,10.214.20.1/255.255.255.192,Arbys
ARG00937,internal,10.210.28.1/255.255.255.192,Arbys
ARG00942,internal,10.208.68.1/255.255.255.192,Arbys
ARG00943,internal,10.211.214.1/255.255.255.192,Arbys
ARG00944,internal,10.208.129.1/255.255.255.192,Arbys
ARG00947,internal,10.214.18.1/255.255.255.192,Arbys
ARG00957,internal,10.210.95.1/255.255.255.192,Arbys
ARG00961,internal,10.208.24.1/255.255.255.192,Arbys
ARG00974,internal,10.211.48.1/255.255.255.192,Arbys
ARG00981,internal,10.213.185.1/255.255.255.192,Arbys
ARG00984,internal,10.208.76.1/255.255.255.192,Arbys
ARG00988,internal,10.210.59.1/255.255.255.192,Arbys
ARG00989,internal,10.213.3.1/255.255.255.192,Arbys
ARG00990,internal,10.211.184.1/255.255.255.192,Arbys
ARG00991,internal,10.211.65.1/255.255.255.192,Arbys
ARG00992,internal,10.213.149.1/255.255.255.192,Arbys
ARG00993,internal,10.211.42.1/255.255.255.192,Arbys
ARG00995,internal,10.210.65.1/255.255.255.192,Arbys
ARG00996,internal,10.210.241.1/255.255.255.192,Arbys
ARG00997,internal,10.211.180.1/255.255.255.192,Arbys
ARG01003,internal,10.213.81.1/255.255.255.192,Arbys
ARG01006,internal,10.210.62.1/255.255.255.192,Arbys
ARG01010,internal,10.208.205.1/255.255.255.192,Arbys
ARG01012,internal,10.210.196.1/255.255.255.192,Arbys
ARG01015,internal,10.211.233.1/255.255.255.192,Arbys
ARG01016,internal,10.211.71.1/255.255.255.192,Arbys
ARG01017,internal,10.208.152.1/255.255.255.192,Arbys
ARG01020,internal,10.208.146.1/255.255.255.192,Arbys
ARG01022,internal,10.211.145.1/255.255.255.192,Arbys
ARG01025,internal,10.213.202.1/255.255.255.192,Arbys
ARG01027,internal,10.211.60.1/255.255.255.192,Arbys
ARG01030,internal,10.208.191.1/255.255.255.192,Arbys
ARG01033,internal,10.210.162.1/255.255.255.192,Arbys
ARG01036,internal,10.212.229.1/255.255.255.192,Arbys
ARG01037,internal,10.208.94.1/255.255.255.192,Arbys
ARG01044,internal,10.210.51.1/255.255.255.192,Arbys
ARG01048,internal,10.212.170.1/255.255.255.192,Arbys
ARG01051,internal,10.214.10.1/255.255.255.192,Arbys
ARG01061,internal,10.211.248.1/255.255.255.192,Arbys
ARG01065,internal,10.211.234.1/255.255.255.192,Arbys
ARG01069,internal,10.208.100.1/255.255.255.192,Arbys
ARG01079,internal,10.208.137.1/255.255.255.192,Arbys
ARG01090,internal,10.210.53.1/255.255.255.192,Arbys
ARG01092,internal,10.210.74.1/255.255.255.192,Arbys
ARG01095,internal,10.212.202.1/255.255.255.192,Arbys
ARG01114,internal,10.211.87.1/255.255.255.192,Arbys
ARG01115,internal,10.210.189.1/255.255.255.192,Arbys
ARG01119,internal,10.211.188.1/255.255.255.192,Arbys
ARG01128,internal,10.210.108.1/255.255.255.192,Arbys
ARG01130,internal,10.208.84.1/255.255.255.192,Arbys
ARG01134,internal,10.210.44.1/255.255.255.192,Arbys
ARG01138,internal,10.208.170.1/255.255.255.192,Arbys
ARG01143,internal,10.212.35.1/255.255.255.192,Arbys
ARG01145,internal,10.213.78.1/255.255.255.192,Arbys
ARG01149,internal,10.213.77.1/255.255.255.192,Arbys
ARG01152,internal,10.212.108.1/255.255.255.192,Arbys
ARG01157,internal,10.213.83.1/255.255.255.192,Arbys
ARG01169,internal,10.208.171.1/255.255.255.192,Arbys
ARG01172,internal,10.210.69.1/255.255.255.192,Arbys
ARG01187,internal,10.208.110.1/255.255.255.192,Arbys
ARG01192,internal,10.210.56.1/255.255.255.192,Arbys
ARG01199,internal,10.212.160.1/255.255.255.192,Arbys
ARG01201,internal,10.211.200.1/255.255.255.192,Arbys
ARG01203,internal,10.213.154.1/255.255.255.192,Arbys
ARG01204,internal,10.213.204.1/255.255.255.192,Arbys
ARG01205,internal,10.208.125.1/255.255.255.192,Arbys
ARG01208,internal,10.208.109.1/255.255.255.192,Arbys
ARG01211,internal,10.210.171.1/255.255.255.192,Arbys
ARG01215,internal,10.210.234.1/255.255.255.192,Arbys
ARG01217,internal,10.208.95.1/255.255.255.192,Arbys
ARG01218,internal,10.212.84.1/255.255.255.192,Arbys
ARG01220,internal,10.211.31.1/255.255.255.192,Arbys
ARG01229,internal,10.208.27.1/255.255.255.192,Arbys
ARG01230,internal,10.213.194.1/255.255.255.192,Arbys
ARG01239,internal,10.210.200.1/255.255.255.192,Arbys
ARG01253,internal,10.210.15.1/255.255.255.192,Arbys
ARG01254,internal,10.210.54.1/255.255.255.192,Arbys
ARG01256,internal,10.208.28.1/255.255.255.192,Arbys
ARG01258,internal,10.212.215.1/255.255.255.192,Arbys
ARG01265,internal,10.211.182.1/255.255.255.192,Arbys
ARG01270,internal,10.210.213.1/255.255.255.192,Arbys
ARG01299,internal,192.168.1.99/255.255.255.0,Arbys
ARG01300,internal,10.211.58.1/255.255.255.192,Arbys
ARG01310,internal,10.211.211.1/255.255.255.192,Arbys
ARG01313,internal,10.210.55.1/255.255.255.192,Arbys
ARG01320,internal,10.213.201.1/255.255.255.192,Arbys
ARG01321,internal,10.211.183.1/255.255.255.192,Arbys
ARG01333,internal,10.213.63.1/255.255.255.192,Arbys
ARG01346,internal,10.215.152.1/255.255.255.192,Arbys
ARG01352,internal,10.208.101.1/255.255.255.192,Arbys
ARG01384,internal,10.211.225.1/255.255.255.192,Arbys
ARG01385,internal,10.211.111.1/255.255.255.192,Arbys
ARG01390,internal,10.213.82.1/255.255.255.192,Arbys
ARG01399,internal,10.211.52.1/255.255.255.192,Arbys
ARG01406,internal,10.210.58.1/255.255.255.192,Arbys
ARG01411,internal,10.212.230.1/255.255.255.192,Arbys
ARG01414,internal,10.212.52.1/255.255.255.192,Arbys
ARG01433,internal,10.212.116.1/255.255.255.192,Arbys
ARG01438,internal,10.213.70.1/255.255.255.192,Arbys
ARG01445,internal,10.208.66.1/255.255.255.192,Arbys
ARG01453,internal,10.208.176.1/255.255.255.192,Arbys
ARG01470,internal,10.212.197.1/255.255.255.192,Arbys
ARG01473,internal,10.212.117.1/255.255.255.192,Arbys
ARG01480,internal,10.212.180.1/255.255.255.192,Arbys
ARG01482,internal,10.211.147.1/255.255.255.192,Arbys
ARG01484,internal,10.211.165.1/255.255.255.192,Arbys
ARG01491,internal,10.211.243.1/255.255.255.192,Arbys
ARG01497,internal,10.211.61.1/255.255.255.192,Arbys
ARG01498,internal,10.212.29.1/255.255.255.192,Arbys
ARG01501,internal,10.210.193.1/255.255.255.192,Arbys
ARG01502,internal,10.210.101.1/255.255.255.192,Arbys
ARG01510,internal,10.211.51.1/255.255.255.192,Arbys
ARG01516,internal,10.208.172.1/255.255.255.192,Arbys
ARG01517,internal,10.210.199.1/255.255.255.192,Arbys
ARG01532,internal,10.212.42.1/255.255.255.192,Arbys
ARG01558,internal,10.208.167.1/255.255.255.192,Arbys
ARG01564,internal,10.212.216.1/255.255.255.192,Arbys
ARG01572,internal,10.208.124.1/255.255.255.192,Arbys
ARG01590,internal,10.212.67.1/255.255.255.192,Arbys
ARG01597,internal,10.212.252.1/255.255.255.192,Arbys
ARG01630,internal,10.213.167.1/255.255.255.192,Arbys
ARG01639,internal,10.213.15.1/255.255.255.192,Arbys
ARG01645,internal,10.208.111.1/255.255.255.192,Arbys
ARG01655,internal,10.211.55.1/255.255.255.192,Arbys
ARG01657,internal,10.213.47.1/255.255.255.192,Arbys
ARG01662,internal,10.215.153.1/255.255.255.192,Arbys
ARG01664,internal,10.212.87.1/255.255.255.192,Arbys
ARG01665,internal,10.210.117.1/255.255.255.192,Arbys
ARG01666,internal,10.212.178.1/255.255.255.192,Arbys
ARG01667,internal,10.208.19.1/255.255.255.192,Arbys
ARG01674,internal,10.213.216.1/255.255.255.192,Arbys
ARG01675,internal,10.212.26.1/255.255.255.192,Arbys
ARG01691,internal,10.213.80.1/255.255.255.192,Arbys
ARG01700,internal,10.211.221.1/255.255.255.192,Arbys
ARG01705,internal,10.210.1.1/255.255.255.192,Arbys
ARG01715,internal,10.211.123.1/255.255.255.192,Arbys
ARG01735,internal,10.211.148.1/255.255.255.192,Arbys
ARG01742,internal,10.212.118.1/255.255.255.192,Arbys
ARG01743,internal,10.215.154.1/255.255.255.192,Arbys
ARG01744,internal,10.211.228.1/255.255.255.192,Arbys
ARG01747,internal,10.211.223.1/255.255.255.192,Arbys
ARG01748,internal,10.212.62.1/255.255.255.192,Arbys
ARG01769,internal,10.213.16.1/255.255.255.192,Arbys
ARG01773,internal,10.211.13.1/255.255.255.192,Arbys
ARG01776,internal,10.210.131.1/255.255.255.192,Arbys
ARG01777,internal,10.212.91.1/255.255.255.192,Arbys
ARG01779,internal,10.211.5.1/255.255.255.192,Arbys
ARG01783,internal,10.213.176.1/255.255.255.192,Arbys
ARG01786,internal,10.213.252.1/255.255.255.192,Arbys
ARG01800,internal,10.215.156.1/255.255.255.192,Arbys
ARG01802,internal,10.210.207.1/255.255.255.192,Arbys
ARG01807,internal,10.215.157.1/255.255.255.192,Arbys
ARG01815,internal,10.212.81.1/255.255.255.192,Arbys
ARG01816,internal,10.208.108.1/255.255.255.192,Arbys
ARG01820,internal,10.211.227.1/255.255.255.192,Arbys
ARG01821,internal,10.211.149.1/255.255.255.192,Arbys
ARG01830,internal,10.210.163.1/255.255.255.192,Arbys
ARG01831,internal,10.211.185.1/255.255.255.192,Arbys
ARG01832,internal,10.213.46.1/255.255.255.192,Arbys
ARG01833,internal,10.211.76.1/255.255.255.192,Arbys
ARG01838,internal,10.211.229.1/255.255.255.192,Arbys
ARG01839,internal,10.212.19.1/255.255.255.192,Arbys
ARG01846,internal,10.215.158.1/255.255.255.192,Arbys
ARG01850,internal,10.211.98.1/255.255.255.192,Arbys
ARG01852,internal,10.212.80.1/255.255.255.192,Arbys
ARG01853,internal,10.213.73.1/255.255.255.192,Arbys
ARG01854,internal,10.212.131.1/255.255.255.192,Arbys
ARG01857,internal,10.212.119.1/255.255.255.192,Arbys
ARG01858,internal,10.212.76.1/255.255.255.192,Arbys
ARG01864,internal,10.210.142.1/255.255.255.192,Arbys
ARG01865,internal,10.215.159.1/255.255.255.192,Arbys
ARG01867,internal,10.210.175.1/255.255.255.192,Arbys
ARG01875,internal,10.212.79.1/255.255.255.192,Arbys
ARG01877,internal,10.210.146.1/255.255.255.192,Arbys
ARG01878,internal,10.208.53.1/255.255.255.192,Arbys
ARG01883,internal,10.211.40.1/255.255.255.192,Arbys
ARG01884,internal,10.211.110.1/255.255.255.192,Arbys
ARG01886,internal,10.215.160.1/255.255.255.192,Arbys
ARG01889,internal,10.210.147.1/255.255.255.192,Arbys
ARG01891,internal,10.215.161.1/255.255.255.192,Arbys
ARG01893,internal,10.210.216.1/255.255.255.192,Arbys
ARG01900,internal,10.213.243.1/255.255.255.192,Arbys
ARG01911,internal,10.215.162.1/255.255.255.192,Arbys
ARG01913,internal,10.212.57.1/255.255.255.192,Arbys
ARG01916,internal,10.213.59.1/255.255.255.192,Arbys
ARG01925,internal,10.210.208.1/255.255.255.192,Arbys
ARG01933,internal,10.212.165.1/255.255.255.192,Arbys
ARG01948,internal,10.213.215.1/255.255.255.192,Arbys
ARG01952,internal,10.210.149.1/255.255.255.192,Arbys
ARG01956,internal,10.212.86.1/255.255.255.192,Arbys
ARG01957,internal,10.213.17.1/255.255.255.192,Arbys
ARG01961,internal,10.213.180.1/255.255.255.192,Arbys
ARG01962,internal,10.215.163.1/255.255.255.192,Arbys
ARG01979,internal,10.213.18.1/255.255.255.192,Arbys
ARG01982,internal,10.214.27.1/255.255.255.192,Arbys
ARG01988,internal,10.211.146.1/255.255.255.192,Arbys
ARG01991,internal,10.211.224.1/255.255.255.192,Arbys
ARG05001,internal,10.213.45.1/255.255.255.192,Arbys
ARG05003,internal,10.208.138.1/255.255.255.192,Arbys
ARG05010,internal,10.210.21.1/255.255.255.192,Arbys
ARG05012,internal,10.213.66.1/255.255.255.192,Arbys
ARG05015,internal,10.211.38.1/255.255.255.192,Arbys
ARG05021,internal,10.212.249.1/255.255.255.192,Arbys
ARG05026,internal,10.215.164.1/255.255.255.192,Arbys
ARG05028,internal,10.210.177.1/255.255.255.192,Arbys
ARG05029,internal,10.213.29.1/255.255.255.192,Arbys
ARG05036,internal,10.212.217.1/255.255.255.192,Arbys
ARG05044,internal,10.211.95.1/255.255.255.192,Arbys
ARG05054,internal,10.211.201.1/255.255.255.192,Arbys
ARG05075,internal,10.211.64.1/255.255.255.192,Arbys
ARG05086,internal,10.213.175.1/255.255.255.192,Arbys
ARG05092,internal,10.211.85.1/255.255.255.192,Arbys
ARG05097,internal,10.211.207.1/255.255.255.192,Arbys
ARG05105,internal,10.212.64.1/255.255.255.192,Arbys
ARG05113,internal,10.215.165.1/255.255.255.192,Arbys
ARG05115,internal,10.212.172.1/255.255.255.192,Arbys
ARG05126,internal,10.210.152.1/255.255.255.192,Arbys
ARG05127,internal,10.212.78.1/255.255.255.192,Arbys
ARG05131,internal,10.212.34.1/255.255.255.192,Arbys
ARG05132,internal,10.213.122.1/255.255.255.192,Arbys
ARG05135,internal,10.213.207.1/255.255.255.192,Arbys
ARG05136,internal,10.211.137.1/255.255.255.192,Arbys
ARG05140,internal,10.213.43.1/255.255.255.192,Arbys
ARG05151,internal,10.211.9.1/255.255.255.192,Arbys
ARG05154,internal,10.212.46.1/255.255.255.192,Arbys
ARG05169,internal,10.211.215.1/255.255.255.192,Arbys
ARG05175,internal,10.211.151.1/255.255.255.192,Arbys
ARG05177,internal,10.210.237.1/255.255.255.192,Arbys
ARG05183,internal,10.212.49.1/255.255.255.192,Arbys
ARG05187,internal,10.213.30.1/255.255.255.192,Arbys
ARG05198,internal,10.213.211.1/255.255.255.192,Arbys
ARG05227,internal,10.208.240.1/255.255.255.192,Arbys
ARG05232,internal,10.210.5.1/255.255.255.192,Arbys
ARG05237,internal,10.212.148.1/255.255.255.192,Arbys
ARG05238,internal,10.212.33.1/255.255.255.192,Arbys
ARG05239,internal,10.208.147.1/255.255.255.192,Arbys
ARG05245,internal,10.211.202.1/255.255.255.192,Arbys
ARG05249,internal,10.213.221.1/255.255.255.192,Arbys
ARG05254,internal,10.213.250.1/255.255.255.192,Arbys
ARG05255,internal,10.208.113.1/255.255.255.192,Arbys
ARG05256,internal,10.212.120.1/255.255.255.192,Arbys
ARG05259,internal,10.208.123.1/255.255.255.192,Arbys
ARG05281,internal,10.213.31.1/255.255.255.192,Arbys
ARG05301,internal,10.211.213.1/255.255.255.192,Arbys
ARG05302,internal,10.208.136.1/255.255.255.192,Arbys
ARG05312,internal,10.211.216.1/255.255.255.192,Arbys
ARG05315,internal,10.213.178.1/255.255.255.192,Arbys
ARG05325,internal,10.208.30.1/255.255.255.192,Arbys
ARG05341,internal,10.212.240.1/255.255.255.192,Arbys
ARG05351,internal,10.213.51.1/255.255.255.192,Arbys
ARG05358,internal,10.213.179.1/255.255.255.192,Arbys
ARG05359,internal,10.212.203.1/255.255.255.192,Arbys
ARG05390,internal,10.213.214.1/255.255.255.192,Arbys
ARG05391,internal,10.210.204.1/255.255.255.192,Arbys
ARG05392,internal,10.213.200.1/255.255.255.192,Arbys
ARG05398,internal,10.210.243.1/255.255.255.192,Arbys
ARG05412,internal,10.212.135.1/255.255.255.192,Arbys
ARG05415,internal,10.211.57.1/255.255.255.192,Arbys
ARG05421,internal,10.211.163.1/255.255.255.192,Arbys
ARG05422,internal,10.212.239.1/255.255.255.192,Arbys
ARG05424,internal,10.208.156.1/255.255.255.192,Arbys
ARG05426,internal,10.211.120.1/255.255.255.192,Arbys
ARG05428,internal,10.212.65.1/255.255.255.192,Arbys
ARG05430,internal,10.212.138.1/255.255.255.192,Arbys
ARG05440,internal,10.208.31.1/255.255.255.192,Arbys
ARG05446,internal,10.211.94.1/255.255.255.192,Arbys
ARG05450,internal,10.212.237.1/255.255.255.192,Arbys
ARG05453,internal,10.212.136.1/255.255.255.192,Arbys
ARG05456,internal,10.211.84.1/255.255.255.192,Arbys
ARG05457,internal,10.212.51.1/255.255.255.192,Arbys
ARG05461,internal,10.208.32.1/255.255.255.192,Arbys
ARG05475,internal,10.211.10.1/255.255.255.192,Arbys
ARG05489,internal,10.213.206.1/255.255.255.192,Arbys
ARG05506,internal,10.212.175.1/255.255.255.192,Arbys
ARG05512,internal,10.211.83.1/255.255.255.192,Arbys
ARG05515,internal,10.211.82.1/255.255.255.192,Arbys
ARG05518,internal,10.213.58.1/255.255.255.192,Arbys
ARG05522,internal,10.211.96.1/255.255.255.192,Arbys
ARG05531,internal,10.211.99.1/255.255.255.192,Arbys
ARG05533,internal,10.208.175.1/255.255.255.192,Arbys
ARG05534,internal,10.211.92.1/255.255.255.192,Arbys
ARG05540,internal,10.212.174.1/255.255.255.192,Arbys
ARG05541,internal,10.210.238.1/255.255.255.192,Arbys
ARG05553,internal,10.212.36.1/255.255.255.192,Arbys
ARG05563,internal,10.210.210.1/255.255.255.192,Arbys
ARG05564,internal,10.212.154.1/255.255.255.192,Arbys
